PID,College,Level,Section,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A99625305,ERC,SR,A11,97.55946282123878,100.0,00:00:00,100.0,100.0,00:00:00,77.4939053306343,85.0,00:00:00,97.54917279196704,100.0,385:35:30,15.0,15.0,00:00:00,89.46159052131657,100.0,00:00:00,69.01565889632492,70.0,288:51:34,6.440535880104076,10.0,00:00:00,47.0,47.0,00:00:00,76.46665746473114,85.0,313:07:17,4.366758601832868,10.0,00:00:00,99.37912761245168,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,92.21597184403603,100.0,00:00:00,50.0,50.0,00:00:00,6.016671822397936,10.0,00:00:00,97.93035505191727,100.0,00:00:00,76.0,87.0,00:00:00,987:54:39,25.0,25,00:00:00,61.33112679479594,75,385:35:30,68.36918954635365,75,00:00:00,8.710908297444428,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.935516424083582,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.283195817043458,10,00:00:00,10.0,10,987:54:39,9.264758571803668,10,00:00:00,10.0,10,00:00:00
A99890370,ERC,SR,A12,87.73341958706119,100.0,00:00:00,45.69129019273829,100.0,00:00:00,44.57254944748527,85.0,00:00:00,43.18723123112891,100.0,00:00:00,10.101006057024566,15.0,00:00:00,74.68775690461457,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,28.09694451612361,47.0,00:00:00,70.33538242994518,85.0,764:40:45,7.349066913344276,10.0,00:00:00,72.80447089847934,100.0,00:04:51,70.84499028950812,75.0,00:00:00,25.0,25.0,00:00:00,72.2243883506073,100.0,00:00:00,26.29330412743421,50.0,00:00:00,0.0,10.0,00:00:00,76.10965760925077,100.0,00:00:00,71.0,87.0,00:00:00,828:47:53,12.26418358321035,25,00:00:00,44.2317638908807,75,00:04:51,51.39234330262423,75,00:04:51,7.419356534536114,10,00:00:00,7.992771674742084,10,828:47:53,5.1749871099764295,10,00:04:51,3.3465130430875805,10,00:00:00,9.39053009280601,10,00:00:00,7.449839932366454,10,00:00:00,6.082880102031853,10,00:00:00,8.284555208070508,10,00:00:00,7.718150010782875,10,00:00:00,8.789901057424563,10,00:00:00
A99930150,Revelle,SR,A28,100.0,100.0,00:00:00,79.96045305039601,100.0,00:00:00,85.0,85.0,00:00:00,100.0,100.0,00:00:00,14.74612123350815,15.0,00:00:00,90.67588031871132,100.0,40:18:06,56.92288074284688,70.0,00:00:00,10.0,10.0,00:00:00,38.13236425559069,47.0,00:00:00,76.83971517736398,85.0,556:32:58,0.0,10.0,00:00:00,84.45361374627558,100.0,00:00:00,69.47192475792336,75.0,00:00:00,25.0,25.0,00:00:00,84.59311270964778,100.0,212:23:22,50.0,50.0,00:00:00,0.0,10.0,00:00:00,89.41220046188892,100.0,00:00:00,76.0,87.0,00:00:00,1091:22:58,25.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,9.859301619125524,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99101160,Eighth,JR,A27,77.32022866080902,100.0,00:00:00,100.0,100.0,00:00:00,80.24264357582835,85.0,00:00:00,96.8647625273661,100.0,00:00:00,13.49278130661323,15.0,00:00:00,99.98767831627084,100.0,00:00:00,67.91798165761826,70.0,00:00:00,7.753742581564291,10.0,00:00:00,44.898213813713866,47.0,00:00:00,80.49490398945424,85.0,418:50:02,10.0,10.0,00:00:00,82.54561850618127,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,97.06559947664412,100.0,00:00:00,48.599649050390624,50.0,00:00:00,3.678796433677909,10.0,00:00:00,94.54601772645434,100.0,00:00:00,86.0,87.0,00:00:00,945:46:04,24.115786984753832,25,00:00:00,70.00233823934451,75,00:00:00,73.46446574075483,75,00:00:00,8.371252487423694,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,418:50:02,5.686251205633107,10,00:00:00,10.0,10,00:00:00,7.998871196187292,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99407199,ERC,JR,A04,100.0,100.0,00:00:00,67.52905129874195,100.0,00:00:00,60.40000251371217,85.0,00:00:00,81.91094763593661,100.0,00:00:00,15.0,15.0,00:00:00,92.88285209831146,100.0,00:00:00,70.0,70.0,00:00:00,9.16062250261633,10.0,00:00:00,47.0,47.0,00:00:00,79.69423181583554,85.0,645:24:50,9.907015895949977,10.0,00:00:00,96.55472075074884,100.0,00:00:00,60.30898352210002,75.0,00:00:00,20.08138928770989,25.0,00:00:00,91.45153794914047,100.0,00:00:00,46.3440321317865,50.0,00:00:00,1.4400628135431366,10.0,00:00:00,87.24389329503404,100.0,00:00:00,64.0,87.0,00:00:00,669:12:21,17.146642367450944,25,669:12:21,57.54650936137303,75,00:00:00,63.78441204595442,75,645:24:50,8.947898826747858,10,645:24:50,8.809047536785043,10,00:00:00,7.365423270799162,10,00:00:00,7.742460048679751,10,00:00:00,10.0,10,645:24:50,10.0,10,00:00:00,8.47450422509569,10,00:00:00,8.672227071013117,10,645:24:50,9.314866767089622,10,00:00:00,7.4803781505440305,10,00:00:00
A99324445,Eighth,SR,A04,96.38224682989936,100.0,00:00:00,69.3679423015562,100.0,00:00:00,76.30586831781808,85.0,00:00:00,96.81974787312238,100.0,00:00:00,9.151062402868645,15.0,00:00:00,91.14341855399644,100.0,47:53:45,52.2237477832872,70.0,00:00:00,9.697245013630432,10.0,00:00:00,46.30717259908395,47.0,00:00:00,73.44800365650916,85.0,00:00:00,10.0,10.0,00:00:00,80.63637592408924,100.0,00:00:00,52.84377613198802,75.0,00:00:00,19.12751623201349,25.0,00:00:00,81.96755407414021,100.0,00:00:00,42.906776547088285,50.0,00:00:00,2.0558689267623182,10.0,00:00:00,93.88194674265168,100.0,00:00:00,73.0,87.0,00:00:00,246:35:39,24.284739288598136,25,00:00:00,69.05596680722493,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,9.79724546999978,10,00:00:00,10.0,10,00:00:00,10.0,10,246:35:39,10.0,10,00:00:00,10.0,10,246:35:39,9.660878855766336,10,00:00:00,10.0,10,47:53:45,10.0,10,00:00:00,10.0,10,00:00:00
A99768653,Revelle,JR,A02,89.79859975793566,100.0,00:00:00,95.21419079198868,100.0,00:00:00,85.0,85.0,00:00:00,98.5391500681336,100.0,00:00:00,14.3588341834257,15.0,00:00:00,100.0,100.0,00:00:00,68.81802867908678,70.0,270:22:55,5.043087040467616,10.0,00:00:00,39.03602510026115,47.0,00:00:00,83.03726076061659,85.0,00:00:00,10.0,10.0,00:00:00,84.6944355701721,100.0,00:00:00,74.75761941020635,75.0,00:00:00,24.6476657977801,25.0,00:00:00,97.46989947457536,100.0,182:37:20,46.2894395297654,50.0,00:00:00,1.277461148790611,10.0,00:00:00,98.315052155053,100.0,00:00:00,79.0,87.0,00:00:00,453:00:15,25.0,25,00:00:00,75.0,75,00:00:00,75.0,75,270:22:55,10.0,10,00:00:00,10.0,10,00:00:00,9.867923439003937,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.552808360448651,10,00:00:00,10.0,10,00:00:00,10.0,10,270:22:55,10.0,10,00:00:00,10.0,10,182:37:20
A99963271,ERC,SR,A04,80.8174731787964,100.0,00:00:00,78.85834589663864,100.0,00:00:00,60.62055381578629,85.0,00:00:00,84.08394138476451,100.0,00:00:00,13.05376837237805,15.0,00:00:00,80.6863892957932,100.0,00:00:00,32.517892304547594,70.0,00:00:00,,10.0,00:00:00,36.8955672896622,47.0,00:00:00,1.6029721676654805,85.0,00:00:00,9.281031426214868,10.0,00:00:00,,100.0,00:00:00,50.024893484618765,75.0,00:00:00,18.82721338376916,25.0,00:00:00,48.44341440589445,100.0,00:00:00,32.962057435561526,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,68.0,87.0,00:00:00,00:00:00,17.233326695558564,25,00:00:00,54.2510428464644,75,00:00:00,58.351109808892645,75,00:00:00,9.159435180553032,10,00:00:00,9.464557140248402,10,00:00:00,9.899736454113397,10,00:00:00,6.496624045250423,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.832660629725194,10,00:00:00,7.992417115873445,10,00:00:00,8.1593983231966,10,00:00:00,8.038820010307626,10,00:00:00
A99434139,Warren,SR,A02,80.57616224803434,100.0,00:00:00,95.97346639717593,100.0,00:00:00,78.20842476052889,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,87.2515846415472,100.0,00:00:00,70.0,70.0,341:01:51,10.0,10.0,00:00:00,41.60592917391703,47.0,00:00:00,78.3883545421224,85.0,431:31:19,10.0,10.0,00:00:00,96.04778154874629,100.0,00:00:00,75.0,75.0,00:00:00,19.40908249382816,25.0,00:00:00,96.79964444772862,100.0,00:00:00,49.48131331177249,50.0,00:00:00,4.382067545204334,10.0,00:00:00,94.00229798609124,100.0,00:00:00,87.0,87.0,00:00:00,794:42:09,23.00941258106214,25,00:00:00,75.0,75,00:00:00,75.0,75,431:31:19,9.044588460101826,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.836022591651735,10,00:00:00,9.211561728743025,10,00:00:00
A99509446,Muir,SR,A06,69.25580326584209,100.0,00:00:00,93.0136142260794,100.0,00:00:00,68.8332471940023,85.0,00:00:00,80.39038624174064,100.0,268:26:07,15.0,15.0,00:00:00,98.30084216180605,100.0,00:00:00,66.40502932815163,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,73.94343783382605,85.0,00:00:00,10.0,10.0,00:00:00,85.2964328312249,100.0,434:14:10,65.37146064601669,75.0,00:00:00,19.346963454535235,25.0,00:00:00,88.90548785925057,100.0,00:00:00,41.66306763686097,50.0,00:00:00,8.352941043269736,10.0,00:00:00,100.0,100.0,00:00:00,69.0,87.0,00:00:00,702:40:17,17.883827769792994,25,00:00:00,65.02868881706262,75,00:00:00,73.04435261954887,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.475355313116957,10,00:00:00,9.80425087818784,10,00:00:00,9.754968028821676,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,8.550950751843992,10,00:00:00,10.0,10,434:14:10,9.878824227883117,10,00:00:00
A99598252,Muir,SO,A18,98.7833733463624,100.0,96:09:33,92.51192593806286,100.0,00:00:00,73.10908878259374,85.0,00:00:00,82.61554959119131,100.0,00:00:00,12.393387673072317,15.0,00:00:00,90.30074118322932,100.0,00:00:00,53.91607953028751,70.0,00:00:00,8.105493005205274,10.0,00:00:00,28.351855126050665,47.0,00:00:00,79.16831064251645,85.0,00:00:00,2.0701510522482085,10.0,00:00:00,64.35194545154626,100.0,00:00:00,64.13084425450892,75.0,00:00:00,15.334269907839357,25.0,00:00:00,41.93053962575049,100.0,00:00:00,41.29190296234234,50.0,00:00:00,7.673922636456613,10.0,00:00:00,88.1291423403731,100.0,00:00:00,64.0,87.0,00:00:00,96:09:33,23.91578669201184,25,00:00:00,72.1291572379676,75,00:00:00,75.0,75,00:00:00,10.0,10,96:09:33,9.507365447691171,10,96:09:33,10.0,10,96:09:33,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.964177216514042,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A99142126,Sixth,SR,A17,67.92384508308561,100.0,00:00:00,95.86137747929688,100.0,00:00:00,64.17529928166468,85.0,00:00:00,74.72380433428299,100.0,268:26:07,15.0,15.0,00:00:00,100.0,100.0,00:00:00,69.66993327167262,70.0,00:00:00,10.0,10.0,00:00:00,45.48173898420086,47.0,00:00:00,79.85139237725635,85.0,00:00:00,10.0,10.0,00:00:00,86.26172177402427,100.0,434:14:10,71.48377527296762,75.0,00:00:00,24.618774667483983,25.0,00:00:00,95.59963770646502,100.0,00:00:00,47.20086980464312,50.0,00:00:00,1.0776683919546637,10.0,00:00:00,94.74886172662598,100.0,00:00:00,74.0,87.0,00:00:00,702:40:17,20.88294446739814,25,00:00:00,54.12562327015984,75,00:00:00,66.82914354369493,75,00:00:00,9.410437763024548,10,00:00:00,9.268369945023892,10,702:40:17,9.518017461246655,10,702:40:17,10.0,10,434:14:10,6.407604071573717,10,268:26:07,10.0,10,268:26:07,5.941152855429615,10,00:00:00,7.977090860313266,10,702:40:17,10.0,10,00:00:00,10.0,10,702:40:17
