business_id,name,business_type,address,city,zip,phone,status,lat,long,opened_date,distance
211977362300,SCRIPPS CAFE CAMPUS POINT,Restaurant Food Facility,"4275 CAMPUS POINT CT, SAN DIEGO, CA 92121-1513",SAN DIEGO,92121-1513,858-927-5791,Permit Renewed,32.8870595,-117.2239076,2019-01-07,0.76
211910939717,WEWORK AVENTINE,Pre-Packaged Retail Market,"8910 UNIVERSITY CENTER LN, SAN DIEGO, CA 92122",SAN DIEGO,92122,619-527-1900,Permit Renewed,32.8708474,-117.2266094,2022-04-25,0.77
211961997983,CAVA MEZZE GRILL,Restaurant Food Facility,"8849 VILLA LA JOLLA DR, UNIT# 301, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,202-400-2920,Permit Renewed,32.8688954,-117.2319108,2019-03-27,0.78
211899115325,CVS/PHARMACY #9195,Pre-Packaged Retail Market,"8831 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,866-222-9438,Permit Renewed,32.8688954,-117.2319108,2006-06-27,0.78
211902333668,KIKKA AT WHOLE FOODS LA JOLLA,Retail Food Processing,"8825 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-642-6700,Permit Renewed,32.8688954,-117.2319108,2014-06-06,0.78
211968827592,KINOYUME SUSHI AND GRILL,Restaurant Food Facility,"8843 VILLA LA JOLLA DR, SUITE# 202, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,858-999-0308,Permit Renewed,32.8692437,-117.2304905,2020-01-07,0.78
211979492072,MENDOCINO FARMS SANDWICH MARKET,Restaurant Food Facility,"8795 VILLA LA JOLLA DR, SUITE# 101, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,316-685-1622 X 3877,Permit Renewed,32.8688954,-117.2319108,2016-05-20,0.78
211911291795,NEKTER JUICE BAR,Restaurant Food Facility,"8855 VILLA LA JOLLA DR, SUITE# 402, LA JOLLA, CA 92037",LA JOLLA,92037,858-412-3435,Permit Renewed,32.8688954,-117.2319108,2018-12-13,0.78
211949853782,NUTRIMART LA JOLLA,Miscellaneous Food Facility,"8843 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,619-595-0033,Permit Renewed,32.8688954,-117.2319108,2019-10-10,0.78
211917443563,PHILZ COFFEE,Low Risk Food Facility,"8849 VILLA LA JOLLA DR, SUITE# 307, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,415-834-5933,Permit Renewed,32.8692437,-117.2304905,2016-12-21,0.78
211899119660,RUBIOS FRESH MEXICAN GRILL #25,Restaurant Food Facility,"8855 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-546-9377,Permit Renewed,32.8688954,-117.2319108,2002-05-05,0.78
211967764052,SNOOZETOWN,Restaurant Food Facility,"8861 VILLA LA JOLLA DR 509, LA JOLLA, CA 92037-1928",LA JOLLA,92037-1928,760-459-3127,Permit Renewed,32.8688954,-117.2319108,2016-12-15,0.78
211899094260,SPRINKLES CUPCAKES,Low Risk Food Facility,"8855 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,737-241-9344,Permit Renewed,32.8688954,-117.2319108,2010-11-05,0.78
211974745482,THE MELT,Restaurant Food Facility,"8849 VILLA LA JOLLA DR, SUITE# 305, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,415-591-7726,Permit Renewed,32.8688954,-117.2319108,2017-03-28,0.78
211899114283,WHOLE FOODS MARKET,Retail Market with Deli,"8825 VILLA LA JOLLA DR, LA JOLLA, CA 92037-1949",LA JOLLA,92037-1949,858-642-6700,Permit Renewed,32.8688954,-117.2319108,2002-05-05,0.78
211902834727,GRAD LABS,Restaurant Food Facility,"9880 CAMPUS POINT DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-368-4189,Permit Renewed,32.8851926,-117.2217971,2019-01-24,0.79
211946580027,THE BOARDWALK,Restaurant Food Facility,"10275 SCIENCE CENTER DR, SUITE# 150, SAN DIEGO, CA 92121-1117",SAN DIEGO,92121-1117,702-478-5118,Permit Renewed,32.8911599,-117.2303651,2020-05-06,0.79
211914245684,GENESIS KITCHEN AND DRINK,Restaurant Food Facility,"4242 CAMPUS POINT CT, SAN DIEGO, CA 92121-1513",SAN DIEGO,92121-1513,714-523-2850,Permit Renewed,32.8883546,-117.2242274,2017-05-05,0.80
211912336704,HYATT REGENCY LA JOLLA - CAFETERIA,Restaurant Food Facility,"3777 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1080",SAN DIEGO,92122-1080,858-552-1234,Permit Renewed,32.8707408,-117.2252557,2019-09-09,0.82
211903197364,HYATT REGENCY LA JOLLA - DRIFT,Satellite Food Service Operation,"3777 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1080",SAN DIEGO,92122-1080,858-552-1234,Permit Renewed,32.8707408,-117.2252557,2020-09-09,0.82
211955702152,HYATT REGENCY LA JOLLA - MAIN KITCHEN,Restaurant Food Facility,"3777 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1080",SAN DIEGO,92122-1080,858-552-1234,Permit Renewed,32.8707408,-117.2252557,2019-09-09,0.82
211920224008,HYATT REGENCY LA JOLLA - PERKS COFFEE,Low Risk Food Facility,"3777 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1080",SAN DIEGO,92122-1080,858-552-1234,Permit Renewed,32.8707408,-117.2252557,2019-09-09,0.82
211927172578,HYATT REGENCY LA JOLLA - POOL BAR,Restaurant Food Facility,"3777 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1080",SAN DIEGO,92122-1080,858-552-1234,Permit Renewed,32.8707408,-117.2252557,2019-09-09,0.82
211907560310,SEQUENOM,Pre-Packaged Retail Market,"3595 JOHN HOPKINS CT, SAN DIEGO, CA 92121-1121",SAN DIEGO,92121-1121,310-200-9631,Permit Renewed,32.8916751,-117.2368552,2019-12-27,0.82
211907937535,RHINO CAKE AND COFFEE CO,Single Operating Site,"10010 N TORREY PINES RD N, LA JOLLA, CA 92037-1002",LA JOLLA,92037-1002,858-722-4726,Permit Renewed,32.8870925,-117.2457497,2020-10-22,0.84
211984935100,CANTEEN COMPASS GROUP- LEIDOS BLDG E,Pre-Packaged Retail Market,"10210 CAMPUS POINT DR, SAN DIEGO, CA 92121-1522",SAN DIEGO,92121-1522,619-527-1900,Permit Renewed,32.8903532,-117.225711,2014-05-02,0.86
211973673473,CANTEEN- LEIDOS BLDG C,Pre-Packaged Retail Market,"4161 CAMPUS POINT CT, SAN DIEGO, CA 92121-1513",SAN DIEGO,92121-1513,619-527-2495,Permit Renewed,32.8903532,-117.225711,2021-11-16,0.86
211907928945,HILLEL OF SAN DIEGO,Restaurant Food Facility,"9009 LA JOLLA SCENIC DR, LA JOLLA, CA 92037-1609",LA JOLLA,92037-1609,619-583-6060,Issued,32.8693233,-117.2413879,2020-10-23,0.86
211909263977,BJS RESTAURANT & BREWHOUSE,Restaurant Food Facility,"8785 VILLA LA JOLLA DR, LA JOLLA, CA 92037-1946",LA JOLLA,92037-1946,858-257-3644,Permit Renewed,32.8673388,-117.2347395,2016-02-01,0.88
211948651435,CANTEEN COMPASS GROUP - BASF,Pre-Packaged Retail Market,"3550 JOHN HOPKINS CT, SAN DIEGO, CA 92121-1121",SAN DIEGO,92121-1121,619-527-1900,Permit Renewed,32.8928266,-117.2377147,2018-07-31,0.91
211996758893,SHAKA JAVA,Single Operating Site,"3655 NOBEL DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,661-839-7100,Permit Renewed,32.8676904,-117.2279133,2022-01-11,0.93
211953471216,AFC SUSHI  AT RALPHS GROCERY CO #108,Retail Food Processing,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,928-533-1411,Permit Renewed,32.8665286,-117.2316499,2015-02-19,0.95
211974630954,CRUMBL COOKIES,Retail Food Processing,"8657 VILLA LA JOLLA DR, SUITE# 107, LA JOLLA, CA 92037-2358",LA JOLLA,92037-2358,385-315-9418,Permit Renewed,32.8665286,-117.2316499,2021-07-29,0.95
211898297500,RALPHS GROCERY CO #108,Retail Market with Deli,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,310-884-4162,Permit Renewed,32.8665286,-117.2316499,2002-05-05,0.95
211899188860,TRADER JOES #20,Retail Market with Deli,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-546-8629,Permit Renewed,32.8665286,-117.2316499,2002-05-05,0.95
211943749663,BRIAN MALARKEYS GREEN ACRE NAUTILUS,Restaurant Food Facility,"3535 GENERAL ATOMICS CT, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-587-6601,Permit Renewed,32.8935727,-117.2379544,2014-10-31,0.96
211899193381,CULINART,Restaurant Food Facility,"3550 GENERAL ATOMICS CT, SAN DIEGO, CA 92121",SAN DIEGO,92121,704-328-5521,Permit Renewed,32.8939921,-117.2355886,2011-11-16,0.96
211999923994,BELMONT VILLAGE LA JOLLA,Restaurant Food Facility,"3880 NOBEL DR, SAN DIEGO, CA 92122-5700",SAN DIEGO,92122-5700,713-463-1879,Permit Renewed,32.8690666,-117.2237746,2020-02-26,0.97
211902646817,PACIFIC REGENT LA JOLLA,Restaurant Food Facility,"3890 NOBEL DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,858-597-8000,Permit Renewed,32.8691924,-117.2230201,2014-11-26,0.99
211917870235,CANTEEN PACIRA 10410,Pre-Packaged Retail Market,"10410 SCIENCE CENTER DR, SAN DIEGO, CA 92121-1119",SAN DIEGO,92121-1119,619-527-1900,Permit Renewed,32.8943101,-117.2311529,2021-10-22,1.00
211900216875,CANTEEN PACIRA 10450,Pre-Packaged Retail Market,"10450 SCIENCE CENTER DR, SAN DIEGO, CA 92121-1119",SAN DIEGO,92121-1119,619-527-1900,Permit Renewed,32.8945894,-117.2323354,2021-10-22,1.01
211899382234,LA JOLLA COUNTRY DAY SCHOOL,School Food Auxiliary Facility,"9490 GENESEE AVE, LA JOLLA, CA 92037",LA JOLLA,92037,858-453-3440,Permit Renewed,32.8785949,-117.2167289,2004-09-20,1.01
211919076109,PACIFIC REGENT LA JOLLA,Licensed Health Care Facility,"3880 NOBEL DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,619-245-5511,Issued,32.8687995,-117.2230067,2021-11-08,1.01
211988297683,THE SPRINGS AT PACIFIC REGENT LA JOLLA,Licensed Health Care Facility,"3884 NOBEL DR 001, SAN DIEGO, CA 92122-5786",SAN DIEGO,92122-5786,949-540-1720,Permit Renewed,32.8687995,-117.2230067,2013-08-02,1.01
211919440540,ORISTE FAIRWAY CAFE & TAVERN,Restaurant Food Facility,"3300 N TORREY PINES CT, LA JOLLA, CA 92037",LA JOLLA,92037,619-7081933,Expired,32.8929568,-117.242694,2022-06-10,1.02
211992181819,THE SCRIPPS RESEARCH INSTITUTE,Restaurant Food Facility,"3300 N TORREY PINES CT, LA JOLLA, CA 92037",LA JOLLA,92037,858-784-8240,Permit Renewed,32.8929568,-117.242694,2014-12-04,1.02
211898851974,AMC THEATRES LA JOLLA 12,Low Risk Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,816-480-5862,Permit Renewed,32.8648067,-117.2321672,2003-01-10,1.06
211898608190,BEST BUY STORE #2505,Miscellaneous Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,612-291-4863,Permit Renewed,32.8648067,-117.2321672,2012-07-03,1.06
211898556304,CHIPOTLE MEXICAN GRILL,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, SUITE# 209, LA JOLLA, CA 92037",LA JOLLA,92037,303-595-4000,Permit Renewed,32.8648067,-117.2321672,2002-05-05,1.06
211997447165,COST PLUS WORLD MARKET,Pre-Packaged Retail Market,"8657 VILLA LA JOLLA DR 117, LA JOLLA, CA 92037",LA JOLLA,92037,510-694-3100,Issued,32.8648067,-117.2321672,2023-06-27,1.06
211903137389,CRISPY CHICKEN N TOMATO,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, SUITE# 103, LA JOLLA, CA 92037-2356",LA JOLLA,92037-2356,415-734-0925,Issued,32.8648067,-117.2321672,2023-06-07,1.06
211900030848,IKES LOVE AND SANDWICHES,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037-2356",LA JOLLA,92037-2356,310-707-5156,Issued,32.8648067,-117.2321672,2022-07-14,1.06
211898215116,MARSHALLS #546,Miscellaneous Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,508-390-2120,Permit Renewed,32.8648067,-117.2321672,2003-01-14,1.06
211904268072,POKI ONE N HALF LA JOLLA,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037-2356",LA JOLLA,92037-2356,858-384-6301,Permit Renewed,32.8648067,-117.2321672,2017-06-05,1.06
211899116264,ROSS DRESS FOR LESS #292,Miscellaneous Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,925-96-4526,Permit Renewed,32.8648067,-117.2321672,2003-01-09,1.06
211899518142,STARBUCKS COFFEE #644,Low Risk Food Facility,"8657 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,206-318-5576,Permit Renewed,32.8648067,-117.2321672,2003-04-10,1.06
211916581381,THE KEBAB SHOP,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, UNIT# 105, LA JOLLA, CA 92037-2356",LA JOLLA,92037-2356,925-487-2284,Permit Renewed,32.8648067,-117.2321672,2020-09-01,1.06
211914660132,URBAN PLATES,Restaurant Food Facility,"8707 VILLA LA JOLLA DR, LA JOLLA, CA 92037",LA JOLLA,92037,760-230-1700 X247,Permit Renewed,32.8648067,-117.2321672,2015-06-12,1.06
211906691735,Z PIZZA TAP ROOM,Restaurant Food Facility,"8657 VILLA LA JOLLA DR, SUITE# 127, LA JOLLA, CA 92037-8308",LA JOLLA,92037-8308,858-450-0660,Permit Renewed,32.8648067,-117.2321672,2017-01-31,1.06
211898969277,CONTINENT E & I,Retail Market with Deli,"4150 REGENTS PARK ROW, LA JOLLA, CA 92037",LA JOLLA,92037,858-623-0099,Permit Renewed,32.8730469,-117.2176042,2002-05-05,1.07
211898995639,EINSTEIN BROS BAGELS #2900,Restaurant Food Facility,"4150 REGENTS PARK ROW, LA JOLLA, CA 92037",LA JOLLA,92037,763-592-2200,Permit Renewed,32.8730469,-117.2176042,2002-05-05,1.07
211898842275,L & L HAWAIIAN BARBECUE,Restaurant Food Facility,"4150 REGENTS PARK ROW, LA JOLLA, CA 92037",LA JOLLA,92037,858-554-0888,Permit Renewed,32.8730469,-117.2176042,2008-05-14,1.07
211968697343,MICHELINES PITA HOUSE,Restaurant Food Facility,"4150 REGENTS PARK ROW, LA JOLLA, CA 92037",LA JOLLA,92037,858281-1977,Permit Renewed,32.8730469,-117.2176042,2015-03-17,1.07
211898773539,NOZOMI #2,Restaurant Food Facility,"4150 REGENTS PARK ROW, LA JOLLA, CA 92037",LA JOLLA,92037,858-452-7778,Permit Renewed,32.8730469,-117.2176042,2005-06-28,1.07
211963060649,REGENTS PIZZERIA,Restaurant Food Facility,"4150 REGENTS ROW, SUITE# 100, LA JOLLA, CA 92037",LA JOLLA,92037,858-550-0406,Permit Renewed,32.8730469,-117.2176042,2014-01-23,1.07
211976689379,SPITFIRE HEAD LETTUCE,Restaurant Food Facility,"4150 REGENTS RD, LA JOLLA, CA 92037-9124",LA JOLLA,92037-9124,516-507-0101,Permit Renewed,32.8730469,-117.2176042,2019-01-15,1.07
211899341611,STARBUCKS COFFEE #8947,Low Risk Food Facility,"4130 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037",LA JOLLA,92037,206-318-4517,Permit Renewed,32.8730469,-117.2176042,2004-05-27,1.07
211970254964,UTC MARKET AND LIQUOR,Pre-Packaged Retail Market,"4150 REGENTS PARK ROW, SUITE# 155, LA JOLLA, CA 92037-9179",LA JOLLA,92037-9179,619-654-3262,Issued,32.8730469,-117.2176042,2022-08-18,1.07
211898909802,THE PLACE JCC,Restaurant Food Facility,"4126 EXECUTIVE DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-362-1353,Permit Renewed,32.8760052,-117.2160403,2010-10-26,1.08
211910111473,102 STONE CO.,Restaurant Food Facility,"4130 LA JOLLA VILLAGE DR, SUITE# 102, LA JOLLA, CA 92037-1406",LA JOLLA,92037-1406,858-205-7971,Permit Renewed,32.8722407,-117.2177016,2019-11-15,1.09
211912461004,BRIAN MALARKEYS GREEN ACRE CAMPUS POINTE,Restaurant Food Facility,"10300 CAMPUS POINT DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,858-450-9907,Permit Renewed,32.8930435,-117.2233157,2014-10-31,1.09
211917939891,BRISTOL MYER SQUIBB,Pre-Packaged Retail Market,"10300 CAMPUS POINT DR, SAN DIEGO, CA 92121-1504",SAN DIEGO,92121-1504,760-753-1112,Issued,32.8930435,-117.2233157,2022-08-29,1.09
211976298015,RUBICON DELI,Restaurant Food Facility,"4130 LA JOLLA VILLAGE DR, SUITE# 104, LA JOLLA, CA 92037",LA JOLLA,92037,858-877-9911,Permit Renewed,32.8722407,-117.2177016,2015-07-08,1.09
211899335761,CAFE FUSION INC,Single Operating Site,"10466 N TORREY PINES RD, LA JOLLA, CA 92037",LA JOLLA,92037,858-945-8376,Permit Renewed,32.8944231,-117.2422083,2011-09-02,1.10
211941133403,TASTY CHAI,Class A Cottage Food Operation,"8878 REGENTS RD 105, SAN DIEGO, CA 92122-5853",SAN DIEGO,92122-5853,650-714-9972,Permit Renewed,32.8691313,-117.2191973,2019-01-07,1.15
211923513355,CONGREGATION ADAT YESHURUN,Restaurant Food Facility,"8625 LA JOLLA SCENIC DR N, LA JOLLA, CA 92037-2143",LA JOLLA,92037-2143,858-535-1196,Permit Renewed,32.8639362,-117.239344,2021-04-16,1.16
211997676515,UB CAFETERIA,Restaurant Food Facility,"9865 TOWNE CENTRE DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,213-700-8483,Expired,32.8873621,-117.2159229,2018-07-16,1.16
211974998612,MARRIOTT LA JOLLA - EMPLOYEE CAFETERIA,Low Risk Food Facility,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037",LA JOLLA,92037,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2016-11-10,1.18
211954278048,MARRIOTT LA JOLLA - FRESH CAFE COFFEE BAR,Satellite Food Service Operation,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037-1407",LA JOLLA,92037-1407,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2020-05-22,1.18
211968829108,MARRIOTT LA JOLLA - LOBBY BAR-AMUSE,Low Risk Food Facility,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037-1407",LA JOLLA,92037-1407,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2016-11-10,1.18
211924938649,MARRIOTT LA JOLLA - MAIN KITCHEN-BANQUET-ROOM SERVICE,Restaurant Food Facility,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037-1407",LA JOLLA,92037-1407,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2016-11-10,1.18
211961599000,MARRIOTT LA JOLLA - MINI GIFT SHOP,Miscellaneous Food Facility,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037-1407",LA JOLLA,92037-1407,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2016-11-10,1.18
211951177593,MARRIOTT LA JOLLA - STARBUCKS,Low Risk Food Facility,"4240 LA JOLLA VILLAGE DR, LA JOLLA, CA 92037-1407",LA JOLLA,92037-1407,858-587-1414,Permit Renewed,32.8728911,-117.2156633,2016-12-21,1.18
211908269525,TORREY PINES GLIDERPORT,Mobile Food Facility Prep Unit,"2800 TORREY PINES SCENIC DR, LA JOLLA, CA 92037-1004",LA JOLLA,92037-1004,858-452-9858,Permit Renewed,32.889574,-117.2511029,2022-05-20,1.19
211898548571,TORREY PINES GLIDERPORT,Restaurant Food Facility,"2800 TORREY PINES SCENIC DR, LA JOLLA, CA 92037-1004",LA JOLLA,92037-1004,858-452-9858,Permit Renewed,32.889574,-117.2511029,2002-05-05,1.19
211989213099,EUREST DINING,Restaurant Food Facility,"10675 JOHN JAY HOPKINS DR, SAN DIEGO, CA 92121-1127",SAN DIEGO,92121-1127,704-328-5521,Issued,32.8969064,-117.2389072,2023-01-12,1.20
211898293573,GREEN HOSPITAL,Restaurant Food Facility,"10666 N TORREY PINES RD, LA JOLLA, CA 92037",LA JOLLA,92037,858-554-3103,Permit Renewed,32.8963022,-117.242616,2002-05-05,1.23
211913142620,INTERNATIONAL COFFEE SCRIPPS GREEN HOSPITAL,Single Operating Site,"10666 N TORREY PINES RD, LA JOLLA, CA 92037-1027",LA JOLLA,92037-1027,858-254-1271,Permit Renewed,32.8963022,-117.242616,2020-11-20,1.23
211910732302,SCRIPPS GREEN,Pre-Packaged Retail Market,"10666 N TORREY PINES RD, LA JOLLA, CA 92037-1027",LA JOLLA,92037-1027,619-527-1900,Permit Renewed,32.8963022,-117.242616,2021-09-21,1.23
211899387618,GREEN LIGHT CAFE & DELI,Restaurant Food Facility,"9333 GENESEE AVE, SAN DIEGO, CA 92121",SAN DIEGO,92121,619-450-0190,Permit Renewed,32.8758578,-117.2132641,2002-05-05,1.24
211933373744,RED O,Restaurant Food Facility,"4340 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92121",SAN DIEGO,92121,949-706-3166,Permit Renewed,32.8734398,-117.2133183,2016-03-03,1.29
211991974074,SIP FRESH,Restaurant Food Facility,"4305 LA JOLLA VILLAGE DR, SUITE# 2395, SAN DIEGO, CA 92122",SAN DIEGO,92122,760-846-4332,Issued,32.8746894,-117.2126765,2021-07-23,1.29
211959236870,SWEETFIN POKE,Restaurant Food Facility,"4320 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122-1292",SAN DIEGO,92122-1292,310-270-8564,Permit Renewed,32.8734398,-117.2133183,2017-04-17,1.29
211898358029,COMPASS AT PFIZER,Restaurant Food Facility,"10646 SCIENCE CENTER DR, SAN DIEGO, CA 92121-1150",SAN DIEGO,92121-1150,858-622-3000,Permit Renewed,32.8986309,-117.2305676,2005-05-11,1.30
211982745150,ABBOTT,Pre-Packaged Retail Market,"4545 TOWNE CENTRE CT, SAN DIEGO, CA 92121-1900",SAN DIEGO,92121-1900,619-527-1900,Permit Renewed,32.8831407,-117.2117078,2022-06-10,1.31
211978008480,JOE AND THE JUICE,Restaurant Food Facility,"4305 LA JOLLA VILLAGE DR, SAN DIEGO, CA 92122",SAN DIEGO,92122,917-924-0079,Permit Renewed,32.8740838,-117.2125971,2018-03-06,1.31
